Surface-Form,Link,Part-of-Speech
show trials,https://en.wikipedia.org/wiki/show_trials,NN NNS
Peter Edgerly Firchow,https://en.wikipedia.org/wiki/Peter_Edgerly_Firchow,NNP NNP NNP
Peter Davison,https://en.wikipedia.org/wiki/Peter_Davison,NNP NNP
Great Patriotic War,https://en.wikipedia.org/wiki/Great_Patriotic_War,NNP NNP NNP
World War II,https://en.wikipedia.org/wiki/World_War_II,NNP NNP NNP
Battle of Stalingrad,https://en.wikipedia.org/wiki/Battle_of_Stalingrad,NNP IN NNP
Battle of Moscow,https://en.wikipedia.org/wiki/Battle_of_Moscow,NNP IN NNP
Katyn Massacre,https://en.wikipedia.org/wiki/Katyn_Massacre,NNP NNP
Arthur Koestler,https://en.wikipedia.org/wiki/Arthur_Koestler,NNP NNP
in Hungary,https://en.wikipedia.org/wiki/in_Hungary,IN NNP
in Germany,https://en.wikipedia.org/wiki/in_Germany,IN NNP
Trotskyism,https://en.wikipedia.org/wiki/Trotskyism,NN
revolutionary vocation,https://en.wikipedia.org/wiki/revolutionary_vocation,JJ NN
Russia's socialist destiny,https://en.wikipedia.org/wiki/Russia's_socialist_destiny,NNP POS NN NN
Treaty of Rapallo,https://en.wikipedia.org/wiki/Treaty_of_Rapallo,NN IN NNP
Hitler-Stalin non-aggression pact of August 1939,https://en.wikipedia.org/wiki/Hitler-Stalin_non-aggression_pact_of_August_1939,NNP JJ NN IN NNP CD
rapprochement,https://en.wikipedia.org/wiki/rapprochement,NN
Teheran Conference,https://en.wikipedia.org/wiki/Teheran_Conference,NNP NNP
Cold War,https://en.wikipedia.org/wiki/Cold_War,NNP NNP
The Internationale,https://en.wikipedia.org/wiki/The_Internationale,DT NNP
Adaptations,https://en.wikipedia.org/wiki/Adaptations,NNS
Rayner Heppenstall,https://en.wikipedia.org/wiki/Rayner_Heppenstall,NNP NNP
Hugh Gordon Porteous,https://en.wikipedia.org/wiki/Hugh_Gordon_Porteous,NNP NNP NNP
Radio 4,https://en.wikipedia.org/wiki/Radio_4,NN CD
Tamsin Greig,https://en.wikipedia.org/wiki/Tamsin_Greig,NNP NNP
Nicky Henson,https://en.wikipedia.org/wiki/Nicky_Henson,NNP NNP
Toby Jones,https://en.wikipedia.org/wiki/Toby_Jones,NNP NNP
Ralph Ineson,https://en.wikipedia.org/wiki/Ralph_Ineson,NNP NNP
 film,https://en.wikipedia.org/wiki/_film,NN
 film,https://en.wikipedia.org/wiki/_film,NN
Andy Serkis,https://en.wikipedia.org/wiki/Andy_Serkis,NNP NNP
E. Howard Hunt,https://en.wikipedia.org/wiki/E._Howard_Hunt,NNP NNP NNP
CIA,https://en.wikipedia.org/wiki/CIA,NNP
Psychological Warfare,https://en.wikipedia.org/wiki/Psychological_Warfare,NNP NNP
Adrian Mitchell,https://en.wikipedia.org/wiki/Adrian_Mitchell,JJ NNP
National Theatre,https://en.wikipedia.org/wiki/National_Theatre,NNP NNP
Peter Hall,https://en.wikipedia.org/wiki/Peter_Hall,NNP NNP
Traverse Theatre,https://en.wikipedia.org/wiki/Traverse_Theatre,NNP NNP
Popular culture,https://en.wikipedia.org/wiki/Popular_culture,JJ NN
Music,https://en.wikipedia.org/wiki/Music,JJ
Pink Floyd,https://en.wikipedia.org/wiki/Pink_Floyd,NNP NNP
Animals,https://en.wikipedia.org/wiki/Animals,NNS
R.E.M.,https://en.wikipedia.org/wiki/R.E.M.,NNP .
The Clash,https://en.wikipedia.org/wiki/The_Clash,DT NNP
Animal Farm,https://en.wikipedia.org/wiki/Animal_Farm,NNP NN
English Civil War,https://en.wikipedia.org/wiki/English_Civil_War,JJ NNP NNP
Boxer the Horse,https://en.wikipedia.org/wiki/Boxer_the_Horse,IN DT NN
Dead prez,https://en.wikipedia.org/wiki/Dead_prez,JJ NN
Let's Get Free,https://en.wikipedia.org/wiki/Let's_Get_Free,VB POS NNP NNP
Half Man Half Biscuit,https://en.wikipedia.org/wiki/Half_Man_Half_Biscuit,NNP NNP NNP NNP
Back Again in the DHSS,https://en.wikipedia.org/wiki/Back_Again_in_the_DHSS,RB NNP IN DT NNP
Douglas Bader,https://en.wikipedia.org/wiki/Douglas_Bader,NNP NNP
Arthur Askey,https://en.wikipedia.org/wiki/Arthur_Askey,NNP NNP
Radiohead,https://en.wikipedia.org/wiki/Radiohead,NN
Boston Crusaders Drum and Bugle Corps,https://en.wikipedia.org/wiki/Boston_Crusaders_Drum_and_Bugle_Corps,NNP NNP NNP CC NNP NNP
metalcore,https://en.wikipedia.org/wiki/metalcore,NN
Ice Nine Kills,https://en.wikipedia.org/wiki/Ice_Nine_Kills,NNP NNP NNP
Television,https://en.wikipedia.org/wiki/Television,NN
The Daleks' Master Plan,https://en.wikipedia.org/wiki/The_Daleks'_Master_Plan,DT NNP POS NNP NN
Doctor Who,https://en.wikipedia.org/wiki/Doctor_Who,NN WP
second season,https://en.wikipedia.org/wiki/second_season,JJ NN
HBO,https://en.wikipedia.org/wiki/HBO,NN
Oz,https://en.wikipedia.org/wiki/Oz,NN
X-Men,https://en.wikipedia.org/wiki/X-Men,NN
Enter Magneto,https://en.wikipedia.org/wiki/Enter_Magneto,NNP NNP
Beast,https://en.wikipedia.org/wiki/Beast,NN
Johnny Bravo,https://en.wikipedia.org/wiki/Johnny_Bravo,NNP NNP
Lost,https://en.wikipedia.org/wiki/Lost,VBN
\,https://en.wikipedia.org/wiki/\,NN
Sex and the City,https://en.wikipedia.org/wiki/Sex_and_the_City,NN CC DT NNP
Editions,https://en.wikipedia.org/wiki/Editions,NNS
LCCN 46006290,https://en.wikipedia.org/wiki/LCCN_46006290,$ CD
prebound,https://en.wikipedia.org/wiki/prebound,NN
mass market paperback,https://en.wikipedia.org/wiki/mass_market_paperback,NN NN NN
e-book,https://en.wikipedia.org/wiki/e-book,NN
Nineteen Eighty-Four,https://en.wikipedia.org/wiki/Nineteen_Eighty-Four,JJ JJ
Amazon.com,https://en.wikipedia.org/wiki/Amazon.com,NN
Amazon Kindle,https://en.wikipedia.org/wiki/Amazon_Kindle,NNP NNP
Nineteen Eighty-Four,https://en.wikipedia.org/wiki/Nineteen_Eighty-Four,JJ JJ
George Orwell,https://en.wikipedia.org/wiki/George_Orwell,NNP NNP
See also,https://en.wikipedia.org/wiki/See_also,NNP RB
History of Soviet Russia and the Soviet Union (1917–1927),https://en.wikipedia.org/wiki/History_of_Soviet_Russia_and_the_Soviet_Union_(1917–1927),NN IN JJ NNP CC DT NNP NNP ( CD )
History of the Soviet Union (1927–1953),https://en.wikipedia.org/wiki/History_of_the_Soviet_Union_(1927–1953),NN IN DT NNP NNP ( CD )
New class,https://en.wikipedia.org/wiki/New_class,NNP NN
Nobel laureate,https://en.wikipedia.org/wiki/Nobel_laureate,NNP NN
Władysław Reymont,https://en.wikipedia.org/wiki/Władysław_Reymont,NNP NNP
Revolt,https://en.wikipedia.org/wiki/Revolt,NN
Books,https://en.wikipedia.org/wiki/Books,NNS
Gulliver's Travels,https://en.wikipedia.org/wiki/Gulliver's_Travels,NNP POS NNS
Swift,https://en.wikipedia.org/wiki/Swift,NN
Bunt,https://en.wikipedia.org/wiki/Bunt,NN
Nobel laureate,https://en.wikipedia.org/wiki/Nobel_laureate,NNP NN
Władysław Reymont,https://en.wikipedia.org/wiki/Władysław_Reymont,NNP NNP
White Acre vs. Black Acre,https://en.wikipedia.org/wiki/White_Acre_vs._Black_Acre,NNP NNP FW NNP NNP
slavery in the United States,https://en.wikipedia.org/wiki/slavery_in_the_United_States,NN IN DT NNP NNPS
Nineteen Eighty-Four,https://en.wikipedia.org/wiki/Nineteen_Eighty-Four,JJ JJ
dystopian novel,https://en.wikipedia.org/wiki/dystopian_novel,JJ NN
totalitarianism,https://en.wikipedia.org/wiki/totalitarianism,NN
Notes,https://en.wikipedia.org/wiki/Notes,NNS
References,https://en.wikipedia.org/wiki/References,NNS
\,https://en.wikipedia.org/wiki/\,NN
LiveJournal,https://en.wikipedia.org/wiki/LiveJournal,JJ
ISBN,https://en.wikipedia.org/wiki/ISBN,NN
\,https://en.wikipedia.org/wiki/\,NN
the original,https://en.wikipedia.org/wiki/the_original,DT JJ
\,https://en.wikipedia.org/wiki/\,NN
Penguin Books,https://en.wikipedia.org/wiki/Penguin_Books,NNP NNP
the original,https://en.wikipedia.org/wiki/the_original,DT JJ
\,https://en.wikipedia.org/wiki/\,NN
the original,https://en.wikipedia.org/wiki/the_original,DT JJ
"Grossman, Lev","https://en.wikipedia.org/wiki/Grossman,_Lev","NNP , NNP"
"Lacayo, Richard","https://en.wikipedia.org/wiki/Lacayo,_Richard","NNP , NNP"
\,https://en.wikipedia.org/wiki/\,NN
Archived,https://en.wikipedia.org/wiki/Archived,VBN
"Hitchens, Christopher","https://en.wikipedia.org/wiki/Hitchens,_Christopher","NNS , NNP"
Unacknowledged Legislation: Writers in the Public Sphere,https://en.wikipedia.org/wiki/Unacknowledged_Legislation:_Writers_in_the_Public_Sphere,VBN NN : NNS IN DT NNP NNP
ISBN,https://en.wikipedia.org/wiki/ISBN,NN
\,https://en.wikipedia.org/wiki/\,NN
Critical Essays: Animal Farm and the Russian Revolution,https://en.wikipedia.org/wiki/Critical_Essays:_Animal_Farm_and_the_Russian_Revolution,JJ NNS : NNP NNP CC DT JJ NN
CliffsNotes,https://en.wikipedia.org/wiki/CliffsNotes,NNS
Animal Farm,https://en.wikipedia.org/wiki/Animal_Farm,NNP NN
"Orwell, George","https://en.wikipedia.org/wiki/Orwell,_George","NNP , NNP"
\,https://en.wikipedia.org/wiki/\,NN
"Orwell, George","https://en.wikipedia.org/wiki/Orwell,_George","NNP , NNP"
Penguin Books,https://en.wikipedia.org/wiki/Penguin_Books,NNP NNP
ISBN,https://en.wikipedia.org/wiki/ISBN,NN
"Orwell, George","https://en.wikipedia.org/wiki/Orwell,_George","NNP , NNP"
Bernard Crick,https://en.wikipedia.org/wiki/Bernard_Crick,NNP NNP
"Taylor, David John","https://en.wikipedia.org/wiki/Taylor,_David_John","NNP , NNP NNP"
ISBN,https://en.wikipedia.org/wiki/ISBN,NN
"Wooldridge, Ian","https://en.wikipedia.org/wiki/Wooldridge,_Ian","NNP , NNP"
\,https://en.wikipedia.org/wiki/\,NN
Archived,https://en.wikipedia.org/wiki/Archived,VBN
External links,https://en.wikipedia.org/wiki/External_links,JJ NNS
 full text at eBooks@Adelaide,https://en.wikipedia.org/wiki/_full_text_at_eBooks@Adelaide,JJ NN IN NNS CD NNP
 Audio Book,https://en.wikipedia.org/wiki/_Audio_Book,NNP NNP
Animal Farm,https://en.wikipedia.org/wiki/Animal_Farm,NNP NN
Project Gutenberg Australia,https://en.wikipedia.org/wiki/Project_Gutenberg_Australia,NNP NNP NNP
 Book Notes from Literapedia,https://en.wikipedia.org/wiki/_Book_Notes_from_Literapedia,NNP NNS IN NNP
Animal Farm,https://en.wikipedia.org/wiki/Animal_Farm,NNP NN
Literary Journal review,https://en.wikipedia.org/wiki/Literary_Journal_review,NNP NNP NN
Orwell's original preface to the book,https://en.wikipedia.org/wiki/Orwell's_original_preface_to_the_book,NNP POS JJ NN TO DT NN
Animal Farm Revisited,https://en.wikipedia.org/wiki/Animal_Farm_Revisited,NNP NNP VBD
John Molyneux,https://en.wikipedia.org/wiki/John_Molyneux,NNP NNP
Animal Farm,https://en.wikipedia.org/wiki/Animal_Farm,NNP NN
statistical models,https://en.wikipedia.org/wiki/statistical_models,JJ NNS
statistician,https://en.wikipedia.org/wiki/statistician,NN
evolutionary biologist,https://en.wikipedia.org/wiki/evolutionary_biologist,JJ NN
Ronald Fisher,https://en.wikipedia.org/wiki/Ronald_Fisher,NNP NNP
variance,https://en.wikipedia.org/wiki/variance,NN
statistical test,https://en.wikipedia.org/wiki/statistical_test,JJ NN
means,https://en.wikipedia.org/wiki/means,NNS
-test,https://en.wikipedia.org/wiki/-test,JJS
statistical significance,https://en.wikipedia.org/wiki/statistical_significance,JJ NN
multiple two-sample t-tests,https://en.wikipedia.org/wiki/multiple_two-sample_t-tests,JJ JJ NNS
type I error,https://en.wikipedia.org/wiki/type_I_error,NN PRP VBP
History,https://en.wikipedia.org/wiki/History,NN
Laplace,https://en.wikipedia.org/wiki/Laplace,NN
Gauss,https://en.wikipedia.org/wiki/Gauss,NN
personal equation,https://en.wikipedia.org/wiki/personal_equation,JJ NN
Ronald Fisher,https://en.wikipedia.org/wiki/Ronald_Fisher,NNP NNP
variance,https://en.wikipedia.org/wiki/variance,NN
The Correlation Between Relatives on the Supposition of Mendelian Inheritance,https://en.wikipedia.org/wiki/The_Correlation_Between_Relatives_on_the_Supposition_of_Mendelian_Inheritance,DT NNP NNP NNP IN DT NNP IN NNP NNP
Statistical Methods for Research Workers,https://en.wikipedia.org/wiki/Statistical_Methods_for_Research_Workers,JJ NNP IN NNP NNPS
Neyman,https://en.wikipedia.org/wiki/Neyman,NN
Motivating example,https://en.wikipedia.org/wiki/Motivating_example,VBG NN
Background and terminology,https://en.wikipedia.org/wiki/Background_and_terminology,NNP CC NN
statistical hypothesis testing,https://en.wikipedia.org/wiki/statistical_hypothesis_testing,JJ NN VBG
null hypothesis,https://en.wikipedia.org/wiki/null_hypothesis,JJ NN
p-value,https://en.wikipedia.org/wiki/p-value,NN
null hypothesis,https://en.wikipedia.org/wiki/null_hypothesis,JJ NN
Type I errors,https://en.wikipedia.org/wiki/Type_I_errors,NN PRP VBP
Type II errors,https://en.wikipedia.org/wiki/Type_II_errors,NNP NNP NNS
effect size,https://en.wikipedia.org/wiki/effect_size,NN NN
design of experiments,https://en.wikipedia.org/wiki/design_of_experiments,NN IN NNS
blocking,https://en.wikipedia.org/wiki/blocking,VBG
Blinding,https://en.wikipedia.org/wiki/Blinding,VBG
exploratory data analysis,https://en.wikipedia.org/wiki/exploratory_data_analysis,NN NNS NN
F-test,https://en.wikipedia.org/wiki/F-test,NN
split-plot designs,https://en.wikipedia.org/wiki/split-plot_designs,NN NNS
Design-of-experiments terms,https://en.wikipedia.org/wiki/Design-of-experiments_terms,NNS NNS
Classes of models,https://en.wikipedia.org/wiki/Classes_of_models,NNS IN NNS
Fixed-effects models,https://en.wikipedia.org/wiki/Fixed-effects_models,NNS NNS
Fixed effects model,https://en.wikipedia.org/wiki/Fixed_effects_model,NNP NNS NN
response variable,https://en.wikipedia.org/wiki/response_variable,NN NN
Random-effects models,https://en.wikipedia.org/wiki/Random-effects_models,NNS NNS
Random effects model,https://en.wikipedia.org/wiki/Random_effects_model,NNP NNS NN
random variables,https://en.wikipedia.org/wiki/random_variables,NN NNS
Mixed-effects models,https://en.wikipedia.org/wiki/Mixed-effects_models,NNS NNS
Mixed model,https://en.wikipedia.org/wiki/Mixed_model,JJ NN
Assumptions of ANOVA,https://en.wikipedia.org/wiki/Assumptions_of_ANOVA,NNS IN NNP
linear model,https://en.wikipedia.org/wiki/linear_model,JJ NN
Textbook analysis using a normal distribution,https://en.wikipedia.org/wiki/Textbook_analysis_using_a_normal_distribution,NN NN VBG DT JJ NN
linear model,https://en.wikipedia.org/wiki/linear_model,JJ NN
probability distribution,https://en.wikipedia.org/wiki/probability_distribution,NN NN
Independence,https://en.wikipedia.org/wiki/Independence,NN
Normality,https://en.wikipedia.org/wiki/Normality,NN
residuals,https://en.wikipedia.org/wiki/residuals,NNS
normal,https://en.wikipedia.org/wiki/normal,JJ
homoscedasticity,https://en.wikipedia.org/wiki/homoscedasticity,NN
errors,https://en.wikipedia.org/wiki/errors,NNS
Randomization-based analysis,https://en.wikipedia.org/wiki/Randomization-based_analysis,JJ NN
Random assignment,https://en.wikipedia.org/wiki/Random_assignment,NNP NN
Randomization test,https://en.wikipedia.org/wiki/Randomization_test,NN NN
randomized controlled experiment,https://en.wikipedia.org/wiki/randomized_controlled_experiment,VBN VBD NN
C. S. Peirce,https://en.wikipedia.org/wiki/C._S._Peirce,NNP NNP NNP
Ronald Fisher,https://en.wikipedia.org/wiki/Ronald_Fisher,NNP NNP
Francis J. Anscombe,https://en.wikipedia.org/wiki/Francis_J._Anscombe,NNP NNP NNP
Rothamsted Experimental Station,https://en.wikipedia.org/wiki/Rothamsted_Experimental_Station,VBN JJ NN
Oscar Kempthorne,https://en.wikipedia.org/wiki/Oscar_Kempthorne,NNP NNP
Iowa State University,https://en.wikipedia.org/wiki/Iowa_State_University,NNP NNP NNP
David R. Cox,https://en.wikipedia.org/wiki/David_R._Cox,NNP NNP NNP
Unit-treatment additivity,https://en.wikipedia.org/wiki/Unit-treatment_additivity,JJ NN
falsified,https://en.wikipedia.org/wiki/falsified,VBN
contraposition,https://en.wikipedia.org/wiki/contraposition,NN
survey sampling,https://en.wikipedia.org/wiki/survey_sampling,NN VBG
Derived linear model,https://en.wikipedia.org/wiki/Derived_linear_model,VBN JJ NN
Statistical models for observational data,https://en.wikipedia.org/wiki/Statistical_models_for_observational_data,JJ NNS IN JJ NNS
observational studies,https://en.wikipedia.org/wiki/observational_studies,JJ NNS
Ronald Fisher,https://en.wikipedia.org/wiki/Ronald_Fisher,NNP NNP
Summary of assumptions,https://en.wikipedia.org/wiki/Summary_of_assumptions,NNP IN NNS
functional equation,https://en.wikipedia.org/wiki/functional_equation,JJ NN
logarithm,https://en.wikipedia.org/wiki/logarithm,NN
Characteristics of ANOVA,https://en.wikipedia.org/wiki/Characteristics_of_ANOVA,NNS IN NNP
coding,https://en.wikipedia.org/wiki/coding,VBG
Logic of ANOVA,https://en.wikipedia.org/wiki/Logic_of_ANOVA,NNP IN NNP
Partitioning of the sum of squares,https://en.wikipedia.org/wiki/Partitioning_of_the_sum_of_squares,VBG IN DT NN IN NNS
Partition of sums of squares,https://en.wikipedia.org/wiki/Partition_of_sums_of_squares,NN IN NNS IN NNS
sum of squares,https://en.wikipedia.org/wiki/sum_of_squares,NN IN NNS
degrees of freedom,https://en.wikipedia.org/wiki/degrees_of_freedom,NNS IN NN
chi-squared distribution,https://en.wikipedia.org/wiki/chi-squared_distribution,JJ NN
Lack-of-fit sum of squares,https://en.wikipedia.org/wiki/Lack-of-fit_sum_of_squares,JJ NN IN NNS
The F-test,https://en.wikipedia.org/wiki/The_F-test,DT NNP
F-test,https://en.wikipedia.org/wiki/F-test,NN
F-test,https://en.wikipedia.org/wiki/F-test,NN
F-distribution,https://en.wikipedia.org/wiki/F-distribution,NN
F-distribution,https://en.wikipedia.org/wiki/F-distribution,NN
chi-squared distribution,https://en.wikipedia.org/wiki/chi-squared_distribution,JJ NN
F-test,https://en.wikipedia.org/wiki/F-test,NN
permutation test,https://en.wikipedia.org/wiki/permutation_test,NN NN
p-values,https://en.wikipedia.org/wiki/p-values,NNS
permutation tests,https://en.wikipedia.org/wiki/permutation_tests,NN NNS
tests with maximum power,https://en.wikipedia.org/wiki/tests_with_maximum_power,NNS IN JJ NN
alternative hypotheses,https://en.wikipedia.org/wiki/alternative_hypotheses,JJ NNS
Extended logic,https://en.wikipedia.org/wiki/Extended_logic,VBN NN
ANOVA for a single factor,https://en.wikipedia.org/wiki/ANOVA_for_a_single_factor,NNP IN DT JJ NN
One-way analysis of variance,https://en.wikipedia.org/wiki/One-way_analysis_of_variance,JJ NN IN NN
available,https://en.wikipedia.org/wiki/available,JJ
ANOVA for multiple factors,https://en.wikipedia.org/wiki/ANOVA_for_multiple_factors,NNP IN JJ NNS
Two-way analysis of variance,https://en.wikipedia.org/wiki/Two-way_analysis_of_variance,JJ NN IN NN
factorial,https://en.wikipedia.org/wiki/factorial,JJ
interactions,https://en.wikipedia.org/wiki/interactions,NNS
analytical trickery,https://en.wikipedia.org/wiki/analytical_trickery,JJ NN
Worked numeric examples,https://en.wikipedia.org/wiki/Worked_numeric_examples,VBN JJ NNS
simple case,https://en.wikipedia.org/wiki/simple_case,NN NN
more complex case,https://en.wikipedia.org/wiki/more_complex_case,RBR JJ NN
Associated analysis,https://en.wikipedia.org/wiki/Associated_analysis,VBN NN
Preparatory analysis,https://en.wikipedia.org/wiki/Preparatory_analysis,NN NN
The number of experimental units,https://en.wikipedia.org/wiki/The_number_of_experimental_units,DT NN IN JJ NNS
Power analysis,https://en.wikipedia.org/wiki/Power_analysis,NN NN
Power analysis,https://en.wikipedia.org/wiki/Power_analysis,NN NN
Effect size,https://en.wikipedia.org/wiki/Effect_size,JJ NN
Effect size,https://en.wikipedia.org/wiki/Effect_size,JJ NN
Follow-up analysis,https://en.wikipedia.org/wiki/Follow-up_analysis,JJ NN
Model confirmation,https://en.wikipedia.org/wiki/Model_confirmation,NNP NN
homoscedasticity,https://en.wikipedia.org/wiki/homoscedasticity,NN
Follow-up tests,https://en.wikipedia.org/wiki/Follow-up_tests,JJ NNS
a priori,https://en.wikipedia.org/wiki/a_priori,DT NN
post hoc,https://en.wikipedia.org/wiki/post_hoc,NN NN
Dunnett's test,https://en.wikipedia.org/wiki/Dunnett's_test,NNP POS NN
Tukey's range test,https://en.wikipedia.org/wiki/Tukey's_range_test,NNP POS NN NN
Study designs and ANOVAs,https://en.wikipedia.org/wiki/Study_designs_and_ANOVAs,NNP NNS CC NNP
design of the experiment,https://en.wikipedia.org/wiki/design_of_the_experiment,NN IN DT NN
random assignment,https://en.wikipedia.org/wiki/random_assignment,JJ NN
blocking,https://en.wikipedia.org/wiki/blocking,VBG
One-way ANOVA,https://en.wikipedia.org/wiki/One-way_ANOVA,NNP NNP
independent,https://en.wikipedia.org/wiki/independent,JJ
t-test,https://en.wikipedia.org/wiki/t-test,NN
t-test,https://en.wikipedia.org/wiki/t-test,NN
F-test,https://en.wikipedia.org/wiki/F-test,NN
Factorial,https://en.wikipedia.org/wiki/Factorial,JJ
